Edad,Genero,Rasgos,Mes,Hora,Ciudad,Estacion,Dia Festivo,Tipo de Refresco,Region de la Ciudad
16,1,4,10,19,2,0,1,9,3
68,1,5,7,10,68,0,1,11,2
13,1,0,9,14,31,1,1,6,3
50,1,4,3,14,15,1,0,4,3
52,0,3,0,10,13,0,1,5,2
50,0,5,8,20,30,1,0,11,2
61,0,5,7,9,58,0,1,3,0
11,1,3,3,22,56,0,0,13,3
49,1,0,1,18,60,1,1,12,0
25,1,1,7,15,26,1,0,2,3
10,1,3,7,15,51,0,0,9,3
44,0,5,2,17,12,0,0,18,0
59,1,1,10,14,36,0,1,5,0
56,0,1,0,18,46,1,0,4,2
35,0,4,2,15,9,1,1,0,3
21,0,4,3,11,34,1,0,7,0
10,0,2,1,22,69,1,0,17,2
21,1,3,5,22,43,0,1,1,0
42,0,5,1,21,35,1,0,9,0
44,1,4,2,21,68,0,1,13,2
58,1,1,7,18,44,1,0,9,0
30,0,1,4,11,26,0,1,19,3
17,0,4,8,11,15,1,0,9,3
56,1,0,10,19,5,1,1,18,0
49,1,1,7,8,22,1,0,0,0
44,0,5,6,11,10,0,1,13,3
55,1,1,7,22,4,1,0,2,0
42,1,3,8,15,27,1,0,17,0
40,0,1,5,22,54,0,0,15,0
37,0,3,9,18,3,1,0,7,0
20,1,0,8,8,19,1,0,17,3
49,1,2,8,17,26,1,1,11,3
17,0,1,0,14,23,1,1,1,3
12,1,0,1,22,23,0,0,7,3
15,1,0,2,21,30,1,0,10,2
25,1,3,9,18,40,1,0,7,0
40,0,2,8,8,18,1,1,8,0
37,0,2,2,11,19,1,1,8,3
52,0,0,10,19,30,1,0,13,2
29,0,0,11,13,43,1,1,8,0
34,0,0,8,14,20,0,0,13,3
34,1,0,8,11,63,1,0,10,0
30,1,0,1,20,4,0,1,5,0
51,1,1,3,13,38,1,0,11,2
39,0,3,0,17,39,1,0,0,0
29,1,1,8,14,22,0,0,10,0
16,0,0,5,12,58,0,1,3,0
30,0,5,1,9,57,0,1,7,0
20,0,4,1,21,11,0,0,8,3
10,1,4,5,22,47,1,0,20,0
10,0,5,4,18,37,0,0,17,0
34,0,0,3,22,21,1,0,1,3
36,1,5,9,17,3,1,0,4,0
18,1,3,7,14,28,1,0,13,3
21,1,0,5,12,13,1,1,16,2
55,1,1,7,21,45,1,1,19,1
29,0,4,11,20,55,1,1,9,0
65,0,5,7,12,35,1,1,11,0
59,1,3,9,10,36,1,1,4,0
32,0,5,2,20,1,0,0,6,3
15,0,2,7,17,53,1,0,0,0
60,0,3,3,18,47,0,1,17,0
41,1,1,6,20,8,0,0,1,0
23,0,1,0,9,64,1,1,2,2
34,0,2,6,19,62,0,1,2,0
28,1,3,9,16,26,0,0,12,3
11,0,4,1,20,63,1,1,10,0
52,0,3,1,12,63,1,1,1,0
60,0,3,6,12,68,1,1,3,2
30,0,3,1,16,0,1,1,0,3
49,1,0,8,14,33,0,0,1,0
50,1,3,6,9,1,0,1,8,3
63,0,1,5,14,41,0,1,12,3
15,1,0,10,17,25,0,1,3,0
51,1,3,11,15,8,1,0,1,0
64,1,3,5,9,11,1,0,3,3
30,0,5,0,18,19,1,1,5,3
70,1,2,7,12,64,1,0,11,2
21,0,3,3,16,57,0,1,1,0
53,0,2,11,17,50,1,1,12,3
68,0,5,11,17,29,0,0,13,3
37,0,2,6,22,41,0,1,11,3
21,0,1,10,18,43,1,1,19,0
30,1,0,4,9,61,1,1,16,0
20,1,1,7,14,14,1,1,20,3
64,1,2,1,11,44,1,1,12,0
63,1,3,5,21,3,1,1,17,0
52,0,5,7,9,6,0,1,6,3
16,0,1,9,10,11,0,1,7,3
50,1,2,0,22,27,1,0,10,0
46,1,1,9,13,60,1,0,12,0
20,0,2,5,16,32,0,1,2,0
19,1,3,2,13,9,1,0,7,3
64,0,5,1,20,60,0,1,11,0
50,1,4,0,10,22,1,1,8,0
20,0,4,10,18,26,0,1,17,3
26,0,5,6,20,16,1,1,0,0
17,0,3,11,20,35,1,0,1,0
12,0,4,10,15,48,1,1,10,1
55,0,0,2,21,0,0,1,16,3
69,0,1,1,21,44,1,1,19,0
37,0,1,3,9,34,1,0,18,0
30,0,4,9,21,39,1,1,0,0
10,0,2,1,10,29,1,0,7,3
34,0,0,10,12,16,0,1,2,0
26,0,1,2,22,13,1,1,2,2
48,1,5,1,11,16,0,0,11,0
29,0,5,2,21,57,1,1,0,0
24,1,0,10,12,21,0,1,0,3
44,0,5,11,11,14,1,0,11,3
11,1,1,10,18,9,1,0,13,3
14,1,1,11,8,33,1,1,20,0
44,1,0,1,10,19,1,0,8,3
57,1,5,7,16,21,1,1,14,3
53,1,1,8,18,8,0,0,17,0
39,0,5,5,12,38,1,0,5,2
19,0,3,7,10,24,0,1,13,0
62,0,0,2,10,62,0,1,6,0
53,1,5,10,15,25,0,1,5,0
62,1,4,2,14,42,0,1,8,0
64,1,0,5,14,58,1,0,12,0
59,0,1,1,20,54,1,0,1,0
48,0,3,4,12,44,0,1,2,0
17,0,2,1,10,10,1,1,6,3
26,0,1,0,10,60,1,1,12,0
13,1,2,7,20,64,0,0,3,2
56,1,1,10,22,61,0,0,6,0
20,1,0,2,13,0,0,0,7,3
30,0,4,9,16,56,0,1,19,3
67,1,3,5,16,16,0,1,17,0
69,1,2,1,15,26,0,0,7,3
68,1,2,10,12,18,0,1,7,0
26,1,5,0,17,6,1,1,6,3
46,0,5,6,18,34,1,1,3,0
15,0,0,9,10,26,0,1,7,3
44,0,3,1,10,44,0,0,17,0
37,0,2,6,18,60,1,0,6,0
51,0,3,4,16,28,0,1,8,3
61,1,1,3,11,19,0,1,6,3
11,1,0,11,20,58,1,1,13,0
19,1,5,4,17,52,0,1,8,0
25,0,3,1,21,45,0,0,20,1
67,0,1,5,18,28,1,1,2,3
26,0,1,0,15,48,1,0,6,1
69,0,0,7,10,20,1,1,20,3
34,1,5,4,15,45,0,1,20,1
31,0,5,6,13,64,0,1,11,2
56,0,0,6,18,40,1,0,8,0
11,0,5,4,19,62,1,1,3,0
11,1,5,0,17,64,1,1,20,2
30,1,1,4,20,58,1,1,2,0
52,1,2,2,17,10,0,1,3,3
15,0,0,6,19,15,1,1,1,3
67,0,2,10,12,19,0,1,8,3
38,1,3,0,12,29,1,0,8,3
22,0,2,10,12,19,0,1,19,3
34,0,4,8,11,2,1,1,14,3
40,1,0,0,17,29,0,0,10,3
36,1,1,10,20,29,0,1,6,3
21,0,3,7,9,19,0,1,2,3
65,0,0,10,18,40,1,1,20,0
54,1,3,10,15,46,0,0,7,2
68,0,5,7,16,26,1,0,17,3
47,0,4,2,13,57,1,1,16,0
18,0,0,9,17,29,0,1,3,3
22,1,5,2,16,66,0,0,9,0
51,0,1,1,11,16,1,0,6,0
16,0,4,3,15,38,1,0,3,2
70,0,4,5,9,36,0,0,10,0
12,1,0,8,12,68,1,1,1,2
27,1,2,2,14,20,0,1,2,3
68,1,4,7,20,24,1,0,3,0
20,1,0,3,20,18,0,0,8,0
70,1,5,3,19,56,1,0,15,3
35,1,5,2,17,57,1,1,6,0
24,1,3,1,16,50,0,0,3,3
15,1,4,8,9,32,0,0,9,0
24,1,3,4,15,54,0,1,19,0
55,1,0,3,17,45,1,0,9,1
66,1,4,7,17,18,1,1,8,0
12,1,0,5,9,15,1,0,20,3
43,1,5,2,15,7,1,1,17,3
62,0,0,3,22,28,1,1,0,3
66,0,3,8,9,11,1,0,20,3
51,1,2,9,16,7,1,1,20,3
27,1,5,10,22,23,0,1,2,3
34,0,3,0,19,6,1,0,15,3
48,0,5,9,17,36,1,0,17,0
41,1,4,10,22,54,1,0,10,0
15,1,4,3,18,15,1,0,1,3
59,0,5,2,10,49,1,1,0,2
67,1,2,9,11,35,1,1,10,0
45,0,1,6,16,28,0,1,12,3
32,1,1,1,16,65,0,0,1,3
27,1,4,0,12,0,1,0,1,3
35,0,5,2,11,22,1,0,3,0
31,1,0,6,21,35,1,1,20,0
25,0,1,9,8,7,1,1,2,3
39,0,3,3,14,5,1,1,0,0
53,1,2,1,21,20,1,0,17,3
50,1,5,7,11,48,1,1,1,1
34,0,3,11,11,46,0,1,3,2
62,0,5,6,13,47,1,1,7,0
25,0,2,10,20,46,1,1,20,2
54,1,3,1,19,54,1,1,8,0
66,1,2,0,8,67,0,0,19,0
34,1,0,3,21,38,1,0,11,2
47,0,3,2,12,53,1,1,18,0
41,1,5,9,8,35,1,1,4,0
17,0,5,3,16,34,1,0,6,0
25,1,0,6,21,60,0,0,19,0
15,0,4,7,19,16,0,1,3,0
41,1,5,7,9,59,1,1,13,0
61,0,5,10,17,4,1,1,5,0
21,0,1,10,21,4,1,1,16,0
45,0,1,6,13,5,1,0,16,0
68,0,4,5,20,57,1,0,4,0
27,0,4,10,16,13,1,0,17,2
40,0,4,2,20,20,1,1,2,3
42,0,4,0,10,26,0,1,0,3
34,0,4,5,14,30,1,0,11,2
46,1,3,4,11,49,1,0,18,2
20,0,3,5,14,2,1,1,2,3
20,1,4,8,9,4,1,1,20,0
66,0,4,4,20,28,0,0,5,3
48,1,3,7,19,23,1,0,9,3
66,1,0,5,11,12,0,1,12,0
55,1,4,5,22,31,1,1,17,3
47,1,1,1,17,37,0,1,18,0
29,0,3,4,15,17,1,1,15,0
45,1,2,6,21,52,1,0,17,0
10,1,0,3,10,43,0,1,13,0
39,0,3,2,13,64,0,0,3,2
33,0,0,6,8,51,1,0,1,3
67,0,4,7,15,32,0,1,19,0
48,0,1,2,15,7,0,0,15,3
54,1,1,10,18,62,1,1,7,0
64,0,3,4,21,45,1,0,13,1
13,1,3,2,18,37,0,0,0,0
46,0,0,10,19,65,0,1,14,3
56,1,0,1,12,1,0,0,13,3
56,1,2,8,11,22,0,1,10,0
16,0,5,5,21,17,0,0,17,0
40,0,4,9,15,24,1,1,5,0
23,1,1,7,20,15,1,0,11,3
27,1,2,1,21,25,0,0,15,0
51,1,3,4,10,26,0,0,6,3
22,1,4,9,13,69,0,0,19,2
49,1,0,3,22,58,0,0,0,0
56,1,0,7,20,20,1,0,9,3
67,0,2,7,17,69,0,0,10,2
40,1,3,2,15,8,1,0,14,0
41,0,0,10,17,58,1,1,14,0
17,0,2,4,10,58,1,1,7,0
68,1,0,2,15,68,0,0,9,2
38,0,1,3,8,12,0,0,10,0
46,1,4,0,19,67,1,0,3,0
12,1,3,7,12,25,1,1,6,0
54,1,4,10,19,47,1,1,11,0
59,0,2,9,17,8,0,1,13,0
15,1,1,2,21,55,1,1,6,0
13,0,2,9,19,43,0,1,3,0
17,0,3,5,12,14,1,0,0,3
28,1,0,11,11,28,0,0,13,3
30,0,1,3,18,8,1,1,1,0
57,0,0,5,10,17,0,0,6,0
16,0,3,8,19,40,0,0,9,0
25,0,2,9,10,58,0,0,0,0
25,1,5,4,10,36,0,1,13,0
20,1,0,9,8,24,0,0,7,0
17,0,3,2,12,20,0,0,17,3
36,1,4,8,10,18,0,0,1,0
49,1,3,7,8,68,0,1,8,2
12,0,1,4,12,18,1,1,13,0
30,1,1,7,12,2,1,1,3,3
21,1,4,7,12,22,0,0,2,0
18,1,4,10,15,8,1,0,20,0
16,1,2,1,18,58,0,0,6,0
33,0,4,1,13,26,0,0,11,3
54,0,1,8,18,55,0,0,11,0
49,0,4,6,11,36,0,1,0,0
43,1,1,4,22,13,0,1,19,2
11,0,1,10,22,64,0,0,10,2
40,1,4,0,19,13,0,0,5,2
57,1,0,7,15,54,1,1,13,0
50,0,3,9,13,19,1,0,17,3
19,0,2,2,19,18,1,0,20,0
51,0,0,6,16,24,0,0,12,0
62,0,1,6,8,36,1,0,4,0
12,1,5,11,19,56,0,0,9,3
66,0,1,7,15,10,1,0,6,3
45,1,4,3,11,51,1,0,7,3
57,1,5,6,12,16,1,1,14,0
61,1,1,4,9,48,1,0,10,1
15,1,3,8,22,67,1,1,0,0
50,0,3,4,18,18,0,0,19,0
60,0,4,6,14,40,1,1,5,0
30,1,4,0,12,60,0,0,1,0
59,1,4,4,11,38,0,1,9,2
49,1,1,8,11,9,0,0,13,3
21,0,5,11,10,68,0,1,8,2
13,0,2,1,19,67,1,1,13,0
32,1,2,10,11,51,0,0,18,3
56,1,1,1,17,52,1,1,5,0
14,1,4,1,19,59,0,0,13,0
28,1,5,2,19,31,0,1,11,3
37,0,3,5,19,69,1,1,4,2
18,1,4,3,8,34,1,0,17,0
46,1,0,5,16,53,0,0,17,0
66,1,0,6,11,0,0,1,0,3
64,0,1,7,11,1,1,0,15,3
27,0,5,4,18,17,1,1,15,0
48,1,1,7,10,53,1,1,5,0
66,0,4,11,17,43,1,1,2,0
56,0,2,2,20,57,0,0,9,0
50,0,1,5,9,32,0,0,18,0
19,1,3,0,22,68,1,1,1,2
69,1,0,4,9,49,1,1,8,2
47,1,1,11,8,52,1,0,7,0
18,1,4,3,17,65,0,1,1,3
37,1,3,9,12,21,0,1,0,3
15,1,3,1,13,31,0,1,7,3
17,0,3,2,8,53,1,0,1,0
36,1,3,2,11,59,0,1,16,0
54,1,5,11,11,33,1,0,1,0
26,1,0,5,16,11,1,1,6,3
53,1,4,10,15,32,0,1,2,0
12,0,1,0,16,47,0,1,9,0
50,0,4,0,8,32,0,0,19,0
49,1,5,3,14,54,1,1,2,0
22,0,4,5,16,22,0,0,20,0
33,0,4,5,11,20,1,1,8,3
53,0,0,6,16,25,0,0,4,0
61,0,0,6,12,20,1,0,5,3
41,1,5,2,8,65,1,1,5,3
64,0,1,4,12,4,0,1,13,0
54,0,2,8,19,19,0,0,0,3
70,0,5,0,17,29,0,1,10,3
49,0,0,0,12,48,1,1,11,1
59,0,4,1,13,29,1,0,17,3
24,1,2,5,13,6,0,1,16,3
32,0,0,6,18,13,1,0,3,2
53,0,2,10,20,5,1,1,19,0
39,0,1,10,19,52,1,1,4,0
68,1,1,10,21,38,0,0,17,2
28,0,1,7,20,34,0,1,15,0
57,1,5,1,17,11,1,0,13,3
64,1,3,4,10,55,0,0,7,0
69,1,3,6,14,2,1,1,8,3
45,0,4,3,10,4,0,0,6,0
52,1,1,5,12,33,1,1,7,0
65,0,2,10,20,44,1,1,12,0
35,1,0,1,22,62,1,0,15,0
13,0,1,3,13,43,0,1,9,0
66,0,0,10,14,35,0,1,3,0
62,1,5,9,21,4,1,1,20,0
23,1,0,7,18,64,0,0,8,2
54,0,2,5,16,62,1,0,20,0
66,1,2,3,15,14,1,0,3,3
53,1,4,9,19,13,0,1,4,2
48,1,5,5,19,4,1,1,0,0
68,1,3,3,21,49,1,1,12,2
30,1,2,11,11,12,0,1,16,0
29,1,1,2,11,24,1,0,8,0
58,0,0,8,14,35,0,1,17,0
52,1,4,9,18,21,0,0,4,3
70,1,3,3,11,21,1,1,1,3
11,0,3,1,10,60,1,0,10,0
62,0,4,1,18,20,1,0,9,3
30,0,3,7,9,31,1,0,1,3
29,0,2,2,12,7,0,0,20,3
47,1,0,10,16,2,0,0,20,3
41,0,0,9,8,57,0,0,20,0
42,0,0,3,14,11,1,0,17,3
51,1,3,7,12,69,1,0,7,2
32,0,0,9,17,9,1,1,7,3
60,0,5,8,11,37,1,0,6,0
58,1,3,2,13,41,0,0,9,3
59,1,1,11,15,6,0,1,0,3
69,1,2,4,9,23,1,0,8,3
17,0,1,2,8,3,1,0,10,0
59,0,5,0,8,14,1,0,5,3
64,1,4,1,16,44,1,1,11,0
14,0,4,3,13,15,0,0,10,3
58,0,5,11,14,11,1,0,10,3
24,1,0,1,8,17,0,0,18,0
66,0,3,5,17,58,1,0,2,0
67,0,3,7,19,6,0,1,16,3
67,0,3,7,17,41,0,0,15,3
39,1,2,9,14,14,0,0,3,3
26,0,0,11,22,38,0,0,15,2
18,0,3,8,21,0,0,1,20,3
62,0,3,2,11,33,1,1,2,0
48,0,3,5,8,59,0,0,6,0
64,1,0,7,20,12,0,0,1,0
28,1,1,9,17,22,1,0,6,0
24,0,2,4,10,2,0,1,18,3
54,1,1,6,16,63,0,0,13,0
13,0,2,4,15,45,1,0,9,1
23,0,0,0,8,35,1,0,7,0
16,0,2,3,16,59,0,0,7,0
29,0,0,11,19,53,1,1,8,0
46,0,1,10,8,35,0,0,17,0
58,0,3,9,18,25,0,0,7,0
14,1,3,10,15,46,1,1,3,2
42,0,2,7,19,63,1,1,20,0
12,0,5,7,9,45,1,0,7,1
30,0,0,9,9,48,1,1,20,1
38,1,4,8,8,39,0,1,10,0
40,0,0,6,11,54,1,1,5,0
46,0,2,11,12,3,1,0,10,0
42,0,1,10,9,52,0,0,20,0
38,0,5,0,21,17,1,1,18,0
24,1,1,6,17,63,0,1,13,0
39,0,0,5,22,66,1,0,17,0
12,1,2,4,18,35,1,1,3,0
41,1,2,1,18,36,0,1,12,0
35,1,4,3,17,2,0,1,6,3
59,0,0,1,22,18,0,0,12,0
39,1,1,4,20,7,1,1,13,3
58,0,5,4,22,39,1,1,16,0
12,1,1,8,19,58,0,0,13,0
25,1,4,8,12,59,1,1,6,0
31,0,1,8,21,28,0,0,3,3
34,0,1,1,17,25,0,0,17,0
16,1,3,6,12,28,0,0,1,3
40,0,1,9,17,50,0,0,0,3
45,0,0,1,17,13,0,0,3,2
38,0,0,6,19,21,1,0,7,3
46,0,3,11,18,54,1,1,6,0
48,0,0,8,20,6,1,0,13,3
10,0,0,1,21,67,0,1,1,0
63,1,5,10,18,46,1,1,13,2
41,0,2,4,10,42,1,1,11,0
13,1,1,11,20,3,1,1,1,0
50,1,5,4,21,6,0,1,19,3
25,0,1,7,17,42,0,0,7,0
26,1,3,5,15,69,0,0,0,2
38,1,0,9,12,56,1,0,4,3
69,0,0,9,22,14,1,1,17,3
21,1,1,0,22,1,0,1,10,3
16,1,5,0,21,39,1,0,1,0
26,1,5,5,18,63,1,1,15,0
14,0,3,3,15,51,0,0,3,3
52,1,3,9,12,11,1,1,3,3
39,1,5,4,8,32,1,0,8,0
52,0,0,4,12,68,0,1,3,2
27,0,0,8,19,30,1,0,1,2
70,1,3,0,16,23,0,0,17,3
44,0,4,5,16,8,1,1,15,0
61,1,3,11,17,62,0,0,7,0
27,0,2,11,10,66,0,0,9,0
16,1,3,1,18,28,0,1,0,3
51,1,0,1,11,68,1,0,6,2
10,0,3,0,9,8,0,0,1,0
14,0,0,4,13,60,1,1,13,0
25,1,5,4,20,24,1,1,20,0
25,0,3,7,21,1,1,1,17,3
27,0,1,2,14,14,0,0,10,3
33,0,3,4,12,1,0,1,12,3
51,0,0,4,10,44,1,1,6,0
32,0,5,3,11,58,0,0,20,0
20,0,1,7,16,4,1,0,17,0
10,1,2,5,18,63,0,0,6,0
25,1,5,9,11,35,0,1,10,0
35,0,5,11,10,3,1,0,13,0
44,1,2,0,15,29,1,0,6,3
51,1,0,6,8,61,1,0,9,0
33,1,1,8,11,24,1,1,8,0
64,0,3,5,15,68,1,0,7,2
45,0,0,8,22,32,0,1,16,0
68,1,2,1,16,41,1,0,20,3
48,1,5,7,21,12,1,0,16,0
49,0,5,8,8,36,1,1,17,0
60,1,4,9,8,69,1,0,14,2
47,1,3,2,9,61,0,1,0,0
14,0,0,9,17,58,0,1,6,0
11,0,0,6,10,33,1,0,6,0
50,0,4,9,14,35,1,1,16,0
14,0,1,5,15,60,0,0,7,0
24,1,2,1,10,7,0,1,16,3
29,0,1,7,18,45,0,0,6,1
50,0,5,9,13,32,1,1,1,0
18,1,2,2,18,61,0,1,6,0
16,0,4,0,10,60,1,1,9,0
70,1,4,4,16,27,1,0,17,0
43,1,5,3,18,39,0,1,17,0
66,0,3,1,18,21,1,1,19,3
59,0,0,2,14,22,1,0,10,0
65,1,5,10,12,69,0,0,7,2
55,1,2,6,22,32,0,0,0,0
24,1,5,3,18,10,0,1,9,3
17,0,3,1,10,0,1,1,20,3
40,1,3,3,19,6,0,1,10,3
22,1,1,4,11,31,0,0,10,3
51,0,5,6,14,9,0,1,8,3
64,0,2,6,14,6,1,1,4,3
28,0,3,4,13,53,0,1,2,0
26,1,1,9,19,13,1,1,16,2
10,0,0,1,13,14,1,0,0,3
39,0,0,3,15,6,0,0,3,3
32,1,4,4,9,15,0,1,13,3
33,0,2,8,19,36,1,0,1,0
31,1,2,1,13,31,1,0,10,3
61,0,0,9,12,43,0,0,7,0
28,0,1,0,8,52,1,0,15,0
36,0,1,1,19,0,1,1,16,3
39,1,4,8,12,14,1,0,12,3
51,1,0,3,14,63,0,1,7,0
39,1,5,3,11,38,1,0,9,2
41,0,1,3,17,46,1,1,1,2
11,1,4,2,12,11,0,1,1,3
26,1,1,6,14,65,1,0,4,3
12,1,1,5,10,14,1,0,13,3
12,0,1,8,8,32,1,0,6,0
11,0,0,6,10,53,0,0,1,0
28,1,3,6,11,3,1,1,11,0
48,1,5,3,8,24,1,1,9,0
35,1,0,9,18,33,0,0,12,0
59,1,0,10,20,47,1,1,13,0
27,0,4,3,11,45,0,1,4,1
35,1,1,5,10,30,0,0,15,2
33,0,0,10,22,62,1,1,17,0
29,1,4,3,13,8,1,1,3,0
46,0,4,1,18,41,1,1,14,3
51,1,2,9,9,60,0,0,11,0
34,0,4,10,11,32,1,1,2,0
26,0,5,8,17,53,1,1,5,0
44,1,4,1,19,26,0,0,9,3
34,0,5,11,17,37,1,0,2,0
57,1,5,10,22,15,1,1,17,3
28,1,2,8,11,54,1,0,13,0
10,0,3,10,8,23,1,0,1,3
12,0,0,2,22,17,0,0,20,0
40,0,0,8,20,45,1,1,9,1
42,1,3,2,14,16,0,0,6,0
18,1,4,5,8,26,0,0,7,3
58,1,0,4,12,17,0,1,9,0
42,1,1,8,16,67,1,0,17,0
36,0,2,5,22,7,0,0,6,3
58,1,2,4,9,17,0,0,3,0
33,0,2,11,10,29,0,0,17,3
48,1,4,10,15,46,1,1,2,2
40,1,1,7,19,64,1,0,17,2
36,1,4,3,18,37,1,1,15,0
11,0,2,3,13,51,1,1,10,3
30,1,4,3,13,67,0,1,19,0
41,1,0,7,19,17,0,0,13,0
34,1,2,4,18,61,1,1,3,0
60,1,3,10,22,43,0,0,3,0
66,1,4,7,21,8,0,1,8,0
34,1,1,4,9,66,1,0,9,0
52,1,2,3,14,36,0,1,8,0
10,0,4,11,19,39,0,0,13,0
49,1,0,4,20,60,1,1,17,0
50,1,0,7,20,40,1,1,20,0
51,0,3,9,17,13,0,0,13,2
17,1,4,1,22,6,1,1,10,3
51,0,3,9,15,1,0,0,3,3
61,1,1,3,11,60,0,1,10,0
69,0,2,1,22,17,0,0,15,0
55,1,1,5,21,24,1,1,9,0
54,0,5,9,12,49,0,1,2,2
44,0,4,8,16,0,0,1,4,3
27,1,0,10,20,31,0,0,1,3
32,0,5,0,16,30,1,1,15,2
25,0,5,7,9,10,0,0,20,3
43,1,0,8,10,19,1,0,13,3
12,0,0,1,19,47,1,0,0,0
18,1,2,8,12,36,0,0,20,0
32,1,4,11,22,45,1,0,9,1
13,0,0,6,12,9,0,0,7,3
62,0,4,3,19,12,0,1,8,0
55,1,3,4,12,31,0,0,13,3
48,1,3,5,18,32,0,0,1,0
67,0,5,1,19,15,0,1,6,3
67,1,4,9,9,42,1,1,6,0
13,0,4,10,18,42,0,1,10,0
13,1,2,11,14,27,1,1,9,0
16,0,2,8,15,68,0,1,17,2
57,1,2,4,13,0,1,0,10,3
10,0,1,0,9,55,1,0,6,0
21,1,5,9,8,49,0,0,10,2
25,0,3,3,8,23,1,0,1,3
56,1,3,4,9,23,0,0,17,3
21,1,4,6,9,29,0,1,3,3
24,1,3,11,14,22,0,0,12,0
24,0,2,8,10,25,0,0,20,0
63,0,5,2,11,30,0,0,9,2
42,1,3,1,12,7,0,0,8,3
44,0,4,5,18,64,1,0,9,2
42,1,5,7,18,63,1,0,7,0
41,1,3,7,20,53,1,1,20,0
53,1,4,11,15,51,1,1,1,3
18,1,0,6,17,35,0,0,3,0
43,0,0,2,20,5,0,1,0,0
54,1,4,6,14,29,1,0,2,3
39,0,0,4,19,36,1,1,13,0
29,0,3,1,11,0,0,1,9,3
70,1,4,6,14,24,0,1,17,0
62,1,0,1,15,49,1,1,13,2
59,0,3,8,15,34,1,1,20,0
49,0,4,2,22,66,0,0,3,0
14,0,0,3,18,19,1,0,6,3
30,0,1,0,15,24,0,1,20,0
61,1,1,5,13,61,1,0,3,0
54,0,0,2,16,43,0,1,12,0
13,1,0,6,16,68,0,0,6,2
48,1,3,7,9,24,0,0,8,0
54,0,3,4,15,24,1,0,10,0
63,0,2,10,15,46,0,0,6,2
52,0,2,8,18,3,1,1,11,0
41,1,1,1,8,69,1,0,18,2
41,1,3,11,17,28,0,1,15,3
42,0,0,7,11,31,1,0,1,3
67,0,3,4,9,60,1,0,0,0
41,0,0,4,20,7,0,0,11,3
65,1,4,2,11,66,0,0,6,0
46,1,4,8,11,37,1,1,2,0
21,0,1,0,14,61,1,1,13,0
48,1,1,8,9,69,0,0,10,2
18,1,4,9,14,50,1,0,6,3
22,0,3,8,14,51,1,1,12,3
67,1,4,5,14,14,0,0,16,3
60,0,2,2,8,63,0,1,2,0
69,1,5,5,12,48,0,0,15,1
16,1,0,3,10,6,1,0,10,3
29,1,2,8,19,24,0,1,2,0
22,1,0,1,8,49,0,0,4,2
28,0,0,11,8,5,1,0,0,0
40,1,4,5,17,62,0,1,0,0
23,0,3,7,20,4,0,1,0,0
10,0,1,9,15,34,0,1,7,0
49,1,1,4,15,64,1,0,5,2
57,0,1,9,19,60,1,1,11,0
38,0,3,11,15,29,1,0,14,3
50,0,0,9,11,48,0,0,17,1
60,1,3,5,19,45,1,0,20,1
35,1,2,0,18,39,1,0,9,0
59,0,0,2,9,21,0,1,5,3
62,0,5,11,8,23,1,1,18,3
13,0,5,4,10,30,0,1,9,2
56,1,0,1,11,15,0,0,13,3
33,0,1,10,9,52,0,1,10,0
48,1,2,10,8,10,1,1,12,3
23,1,2,8,15,66,1,0,16,0
34,1,0,10,8,4,0,1,8,0
44,1,2,8,16,23,1,0,20,3
16,1,5,2,17,62,1,1,20,0
45,0,0,7,20,48,1,1,19,1
44,1,2,0,21,13,0,0,7,2
14,0,1,11,16,48,1,1,10,1
30,1,1,4,22,23,0,0,6,3
38,0,4,11,20,66,1,0,19,0
63,0,3,7,10,25,1,1,16,0
70,0,1,3,12,67,0,0,10,0
41,0,2,0,18,4,0,0,13,0
35,0,4,5,15,7,1,1,6,3
36,1,4,7,14,18,0,0,13,0
12,0,5,2,20,33,1,0,13,0
61,0,3,5,17,37,0,1,20,0
40,0,2,8,9,27,1,0,9,0
61,1,4,9,20,43,1,0,6,0
35,0,4,3,17,43,1,0,19,0
55,1,3,7,16,52,1,0,17,0
30,1,2,10,17,18,0,1,2,0
67,0,2,1,13,60,0,0,1,0
50,0,1,2,20,13,1,1,3,2
46,1,0,0,10,19,1,0,20,3
60,0,5,4,12,42,0,1,20,0
14,1,5,7,10,36,1,0,3,0
60,1,0,1,11,15,1,0,19,3
30,0,2,6,8,30,1,0,10,2
63,1,4,7,19,38,1,0,12,2
46,0,5,7,20,10,1,1,15,3
19,1,1,0,16,45,1,1,5,1
34,1,0,11,9,15,0,0,3,3
66,1,0,7,22,57,1,0,10,0
15,1,3,0,21,3,1,0,7,0
41,0,4,9,9,63,1,1,12,0
37,1,5,3,18,50,1,0,13,3
63,1,5,4,12,41,1,0,7,3
20,1,0,4,21,11,1,0,0,3
51,0,1,4,20,66,0,1,10,0
44,1,4,6,10,60,0,1,15,0
19,1,5,11,10,64,1,0,0,2
54,1,3,9,18,40,1,1,3,0
54,1,1,1,16,46,1,0,14,2
52,0,4,4,8,52,1,1,10,0
40,0,4,5,22,35,0,1,14,0
41,1,2,2,14,16,1,1,10,0
11,1,1,1,21,16,0,0,1,0
51,1,3,11,8,15,1,0,17,3
69,0,0,5,14,13,0,1,15,2
43,1,0,1,13,56,0,1,3,3
55,0,3,3,8,43,1,0,10,0
